time_stamp,PRECTOTCORR (mm/hour),T2MDEW (F),PS (kPa),WS2M (m/s),ALLSKY_SFC_SW_DWN (MJ/hr)
6/19/2024 15:00:00,0,70.952,98.64,0.08,1.88
6/19/2024 16:00:00,0,71.204,98.62,0.08,2.21
6/19/2024 17:00:00,0,71.402,98.59,0.1,2.13
6/19/2024 18:00:00,0,71.492,98.54,0.13,1.78
6/19/2024 19:00:00,0,71.366,98.5,0.14,1.33
6/19/2024 20:00:00,0,71.24,98.47,0.14,1.16
6/19/2024 21:00:00,0,72.302,98.47,0.11,0.76
6/19/2024 22:00:00,0,74.246,98.5,0.11,0.41
6/19/2024 23:00:00,0,72.194,98.54,0.24,0.08
6/20/2024 0:00:00,0,70.016,98.6,0.36,0
6/20/2024 1:00:00,0,68.144,98.63,0.38,0
6/20/2024 2:00:00,0,66.038,98.64,0.16,0
6/20/2024 3:00:00,0,64.4,98.62,0.09,0
6/20/2024 4:00:00,0,63.266,98.61,0.09,0
6/20/2024 5:00:00,0,62.618,98.61,0.09,0
6/20/2024 6:00:00,0,62.438,98.63,0.08,0
6/20/2024 7:00:00,0,62.276,98.67,0.07,0
6/20/2024 8:00:00,0,62.294,98.7,0.08,0
6/20/2024 9:00:00,0,63.338,98.72,0.07,0.13
6/20/2024 10:00:00,0,63.482,98.74,0.06,0.56
6/20/2024 11:00:00,0,65.426,98.75,0.04,1.09
6/20/2024 12:00:00,0.01,66.452,98.73,0.04,1.72
6/20/2024 13:00:00,0.04,66.416,98.72,0.02,2.14
6/20/2024 14:00:00,0.05,66.218,98.7,0.05,2.35
6/20/2024 15:00:00,0.1,66.434,98.68,0.06,2.62
6/20/2024 16:00:00,0.23,66.722,98.63,0.06,2.59
6/20/2024 17:00:00,0.16,66.956,98.59,0.07,2.8
6/20/2024 18:00:00,0.13,67.298,98.53,0.07,2.37
6/20/2024 19:00:00,0.12,67.892,98.47,0.08,2.32
6/20/2024 20:00:00,0.14,69.206,98.43,0.09,1.78
6/20/2024 21:00:00,0.17,72.68,98.43,0.14,1.14
6/20/2024 22:00:00,0.08,69.908,98.44,0.17,0.55
6/20/2024 23:00:00,0.01,71.654,98.45,0.39,0.09
6/21/2024 0:00:00,0.01,69.188,98.49,0.27,0
6/21/2024 1:00:00,0,68.054,98.5,0.19,0
6/21/2024 2:00:00,0,67.676,98.5,0.17,0
6/21/2024 3:00:00,0,67.478,98.47,0.12,0
6/21/2024 4:00:00,0,67.262,98.44,0.09,0
6/21/2024 5:00:00,0,67.118,98.42,0.09,0
6/21/2024 6:00:00,0,66.722,98.4,0.09,0
6/21/2024 7:00:00,0,66.272,98.41,0.09,0
6/21/2024 8:00:00,0,65.822,98.42,0.09,0
6/21/2024 9:00:00,0,65.93,98.43,0.09,0.15
6/21/2024 10:00:00,0,65.786,98.44,0.07,0.66
6/21/2024 11:00:00,0.01,66.524,98.45,0.03,1.28
6/21/2024 12:00:00,0.01,65.516,98.43,0.05,1.92
6/21/2024 13:00:00,0.04,64.04,98.4,0.05,2.49
6/21/2024 14:00:00,0.22,63.752,98.37,0.05,2.91
6/21/2024 15:00:00,0.28,63.752,98.32,0.05,3.19
6/21/2024 16:00:00,0.8,63.824,98.25,0.04,3.27
6/21/2024 17:00:00,0.89,63.86,98.18,0.04,2.76
6/21/2024 18:00:00,1.8,63.95,98.12,0.04,2.63
6/21/2024 19:00:00,2.33,65.138,98.07,0.04,2.14
6/21/2024 20:00:00,2.98,66.524,98.03,0.09,1.41
6/21/2024 21:00:00,2.87,64.13,97.99,0.17,0.86
6/21/2024 22:00:00,1.07,65.354,98,0.22,0.4
6/21/2024 23:00:00,0.33,69.35,98,0.62,0.07
6/22/2024 0:00:00,1.06,68.414,98.03,0.7,0
6/22/2024 1:00:00,0.96,67.946,98.05,0.49,0
6/22/2024 2:00:00,0.28,66.758,98.06,0.22,0
6/22/2024 3:00:00,0.11,66.092,98.05,0.12,0
6/22/2024 4:00:00,0.14,65.858,98.02,0.09,0
6/22/2024 5:00:00,0.16,65.678,98,0.09,0
6/22/2024 6:00:00,0.4,65.642,97.97,0.09,0
6/22/2024 7:00:00,1.83,65.714,97.94,0.08,0
6/22/2024 8:00:00,0.66,65.858,97.94,0.08,0
6/22/2024 9:00:00,0.6,66.308,97.94,0.09,0.15
6/22/2024 10:00:00,0.02,67.406,97.95,0.06,0.67
6/22/2024 11:00:00,0,68.972,97.94,0.04,1.31
6/22/2024 12:00:00,0,69.224,97.91,0.09,1.97
6/22/2024 13:00:00,0.01,68.792,97.86,0.13,2.52
6/22/2024 14:00:00,0.03,68.126,97.79,0.14,2.81
6/22/2024 15:00:00,0.04,67.694,97.71,0.15,2.88
6/22/2024 16:00:00,0.06,66.974,97.65,0.16,2.9
6/22/2024 17:00:00,0.05,66.614,97.58,0.15,2.66
6/22/2024 18:00:00,0.07,66.668,97.52,0.14,2.54
6/22/2024 19:00:00,0.08,67.55,97.46,0.13,2.12
6/22/2024 20:00:00,0.09,69.098,97.42,0.13,1.48
6/22/2024 21:00:00,0.09,70.88,97.39,0.12,0.88
6/22/2024 22:00:00,0.07,73.706,97.38,0.1,0.43
6/22/2024 23:00:00,0.07,72.986,97.37,0.23,0.08
6/23/2024 0:00:00,0.03,70.61,97.37,0.11,0
6/23/2024 1:00:00,0.01,69.368,97.35,0.12,0
6/23/2024 2:00:00,0,68.684,97.32,0.11,0
6/23/2024 3:00:00,0,68.45,97.27,0.11,0
6/23/2024 4:00:00,0,68.054,97.22,0.11,0
6/23/2024 5:00:00,0,67.676,97.18,0.11,0
6/23/2024 6:00:00,0,67.388,97.13,0.11,0
6/23/2024 7:00:00,0,67.244,97.06,0.1,0
6/23/2024 8:00:00,0,67.172,96.96,0.11,0
6/23/2024 9:00:00,0,67.298,97.03,0.12,0.09
6/23/2024 10:00:00,0.08,68.054,97.06,0.16,0.34
6/23/2024 11:00:00,3.23,69.368,97.02,0.18,0.67
6/23/2024 12:00:00,0.87,69.8,96.94,0.22,1.07
6/23/2024 13:00:00,0.07,68.936,96.83,0.25,1.11
6/23/2024 14:00:00,0.04,68.126,96.75,0.27,1.38
6/23/2024 15:00:00,8.93,67.874,96.7,0.28,1.95
6/23/2024 16:00:00,24.62,67.766,96.66,0.3,1.31
6/23/2024 17:00:00,28.91,68.09,96.62,0.3,1.24
6/23/2024 18:00:00,11.65,69.008,96.59,0.29,1.35
6/23/2024 19:00:00,12.35,70.124,96.55,0.29,1.39
6/23/2024 20:00:00,24.54,71.636,96.53,0.24,1.1
6/23/2024 21:00:00,39.81,73.292,96.54,0.17,0.68
6/23/2024 22:00:00,35.04,74.012,96.6,0.15,0.34
6/23/2024 23:00:00,18.57,72.86,96.68,0.12,0.07
6/24/2024 0:00:00,7.81,70.916,96.74,0.09,0
6/24/2024 1:00:00,2.35,68.9,96.78,0.11,0
6/24/2024 2:00:00,2.89,67.388,96.8,0.11,0
6/24/2024 3:00:00,3.91,66.452,96.83,0.11,0
6/24/2024 4:00:00,3.67,65.714,96.85,0.1,0
6/24/2024 5:00:00,2.4,65.03,96.87,0.1,0
6/24/2024 6:00:00,1.3,64.4,96.9,0.08,0
6/24/2024 7:00:00,0.57,63.788,96.97,0.08,0
6/24/2024 8:00:00,0.3,62.96,97.05,0.09,0
6/24/2024 9:00:00,0.29,62.438,97.15,0.13,0.16
6/24/2024 10:00:00,0.09,61.988,97.24,0.15,0.71
6/24/2024 11:00:00,0.26,60.62,97.32,0.17,1.37
6/24/2024 12:00:00,1.47,58.424,97.37,0.19,2.08
6/24/2024 13:00:00,1.88,56.966,97.41,0.2,2.65
6/24/2024 14:00:00,1.15,56.192,97.43,0.2,3.06
6/24/2024 15:00:00,0.32,56.102,97.45,0.19,3.09
6/24/2024 16:00:00,0.04,56.048,97.46,0.17,2.92
6/24/2024 17:00:00,0.01,55.634,97.45,0.16,2.65
6/24/2024 18:00:00,0,54.878,97.43,0.15,2.94
6/24/2024 19:00:00,0,54.122,97.42,0.14,2.46
6/24/2024 20:00:00,0,53.528,97.42,0.13,1.89
6/24/2024 21:00:00,0,54.518,97.44,0.12,1.25
6/24/2024 22:00:00,0,57.506,97.47,0.1,0.62
6/24/2024 23:00:00,0,59.828,97.51,0.26,0.1
6/25/2024 0:00:00,0,57.29,97.56,0.34,0
6/25/2024 1:00:00,0,56.624,97.61,0.38,0
6/25/2024 2:00:00,0,56.102,97.65,0.44,0
6/25/2024 3:00:00,0,55.598,97.68,0.6,0
6/25/2024 4:00:00,0,55.112,97.67,0.49,0
6/25/2024 5:00:00,0,54.734,97.67,0.4,0
6/25/2024 6:00:00,0,54.5,97.69,0.34,0
6/25/2024 7:00:00,0,54.176,97.72,0.28,0
6/25/2024 8:00:00,0,53.924,97.73,0.16,0
6/25/2024 9:00:00,0,54.212,97.73,0.11,0.15
6/25/2024 10:00:00,0,54.428,97.73,0.11,0.64
6/25/2024 11:00:00,0,55.292,97.67,0.13,1.2
6/25/2024 12:00:00,0,55.184,97.64,0.2,1.73
6/25/2024 13:00:00,0,56.75,97.67,0.21,2.02
6/25/2024 14:00:00,0,57.092,97.64,0.22,2.24
6/25/2024 15:00:00,0,57.326,97.55,0.23,2.06
6/25/2024 16:00:00,0,57.938,97.44,0.23,1.87
6/25/2024 17:00:00,0.01,58.838,97.34,0.22,2.05
6/25/2024 18:00:00,0.91,60.116,97.26,0.21,1.77
6/25/2024 19:00:00,18.44,61.97,97.22,0.2,2.25
6/25/2024 20:00:00,49.62,64.292,97.21,0.17,1.66
6/25/2024 21:00:00,29.09,66.722,97.24,0.15,1.01
6/25/2024 22:00:00,10.69,68.054,97.23,0.13,0.46
6/25/2024 23:00:00,3.76,68.558,97.21,0.13,0.07
6/26/2024 0:00:00,2.64,68.36,97.23,0.13,0
6/26/2024 1:00:00,2.27,68.252,97.24,0.1,0
6/26/2024 2:00:00,0.93,68.234,97.24,0.09,0
6/26/2024 3:00:00,0.95,68.144,97.23,0.09,0
6/26/2024 4:00:00,1.09,67.91,97.22,0.09,0
6/26/2024 5:00:00,0,67.64,97.2,0.09,0
6/26/2024 6:00:00,0,67.406,97.16,0.08,0
6/26/2024 7:00:00,0,67.298,97.12,0.08,0
6/26/2024 8:00:00,0,67.28,97.12,0.07,0
6/26/2024 9:00:00,0,67.388,97.14,0.07,0.13
6/26/2024 10:00:00,0,67.91,97.17,0.08,0.56
6/26/2024 11:00:00,6.94,68.81,97.19,0.06,1.02
6/26/2024 12:00:00,5.93,70.016,97.15,0.07,1.59
6/26/2024 13:00:00,3.74,70.034,97.13,0.09,1.77
6/26/2024 14:00:00,3.63,69.62,97.14,0.13,2.06
6/26/2024 15:00:00,8.07,69.998,97.11,0.14,1.76
6/26/2024 16:00:00,14.73,71.708,97.01,0.1,1.19
6/26/2024 17:00:00,20.52,73.868,96.87,0.08,0.94
6/26/2024 18:00:00,57.53,71.654,96.75,0.14,0.96
6/26/2024 19:00:00,67.38,72.356,96.78,0.19,0.83
6/26/2024 20:00:00,23.9,72.878,96.88,0.13,0.59
6/26/2024 21:00:00,25.5,72.86,96.93,0.09,0.39
6/26/2024 22:00:00,53.62,72.392,96.95,0.07,0.21
6/26/2024 23:00:00,57.08,71.024,96.93,0.08,0.04
6/27/2024 0:00:00,27.61,69.908,96.95,0.09,0
6/27/2024 1:00:00,8.85,68.99,96.95,0.06,0
6/27/2024 2:00:00,2.86,68.27,96.95,0.07,0
6/27/2024 3:00:00,3.11,67.73,96.96,0.06,0
6/27/2024 4:00:00,2.06,66.992,96.96,0.07,0
6/27/2024 5:00:00,1.61,66.182,96.98,0.08,0
6/27/2024 6:00:00,1.32,64.976,97.02,0.08,0
6/27/2024 7:00:00,1.1,63.446,97.08,0.07,0
6/27/2024 8:00:00,0.67,62.006,97.13,0.07,0
6/27/2024 9:00:00,0.66,62.546,97.2,0.07,0.11
6/27/2024 10:00:00,0.58,64.616,97.27,0.1,0.5
6/27/2024 11:00:00,0,63.914,97.32,0.09,1.02
6/27/2024 12:00:00,0,61.628,97.34,0.1,1.61
6/27/2024 13:00:00,0,60.62,97.35,0.11,2.28
6/27/2024 14:00:00,0,60.116,97.35,0.13,2.69
6/27/2024 15:00:00,0,59.666,97.35,0.14,2.96
6/27/2024 16:00:00,0,59.216,97.36,0.15,2.99
6/27/2024 17:00:00,0,58.784,97.35,0.14,2.94
6/27/2024 18:00:00,0,58.586,97.34,0.14,2.77
6/27/2024 19:00:00,0,58.424,97.35,0.14,2.28
6/27/2024 20:00:00,0,58.226,97.36,0.15,1.81
6/27/2024 21:00:00,0,58.298,97.39,0.16,1.17
6/27/2024 22:00:00,0,60.206,97.45,0.14,0.6
6/27/2024 23:00:00,0,61.088,97.52,0.11,0.11
6/28/2024 0:00:00,0,59.234,97.6,0.11,0
6/28/2024 1:00:00,0,57.974,97.66,0.09,0
6/28/2024 2:00:00,0,57.146,97.71,0.09,0
6/28/2024 3:00:00,0,56.012,97.74,0.08,0
6/28/2024 4:00:00,0,55.634,97.74,0.08,0
6/28/2024 5:00:00,0,55.508,97.75,0.08,0
6/28/2024 6:00:00,0,55.436,97.77,0.08,0
6/28/2024 7:00:00,0,55.436,97.79,0.08,0
6/28/2024 8:00:00,0,55.382,97.81,0.07,0
6/28/2024 9:00:00,0,55.418,97.85,0.09,0.13
6/28/2024 10:00:00,0,55.508,97.88,0.1,0.59
6/28/2024 11:00:00,0,54.824,97.9,0.14,1.16
6/28/2024 12:00:00,0,55.436,97.89,0.14,1.82
6/28/2024 13:00:00,0,56.462,97.88,0.13,2.35
6/28/2024 14:00:00,0,57.056,97.83,0.14,2.73
6/28/2024 15:00:00,0,57.38,97.77,0.15,3.34
6/28/2024 16:00:00,0,57.848,97.71,0.15,3.47
6/28/2024 17:00:00,0,58.514,97.65,0.15,3.35
6/28/2024 18:00:00,0,59.612,97.6,0.13,2.84
6/28/2024 19:00:00,0,60.764,97.57,0.12,1.74
6/28/2024 20:00:00,0,62.798,97.51,0.12,1.42
6/28/2024 21:00:00,0,65.822,97.47,0.13,0.8
6/28/2024 22:00:00,0.01,68.72,97.46,0.12,0.38
6/28/2024 23:00:00,0.01,67.82,97.47,0.12,0.06
6/29/2024 0:00:00,0.07,66.956,97.5,0.14,0
6/29/2024 1:00:00,0.08,66.866,97.56,0.15,0
6/29/2024 2:00:00,0.09,66.596,97.6,0.17,0
6/29/2024 3:00:00,0.1,66.038,97.62,0.17,0
6/29/2024 4:00:00,0.12,65.48,97.62,0.15,0
6/29/2024 5:00:00,0.16,65.048,97.62,0.15,0
6/29/2024 6:00:00,0.14,64.778,97.62,0.15,0
6/29/2024 7:00:00,0.08,64.418,97.64,0.15,0
6/29/2024 8:00:00,0.06,64.274,97.64,0.13,0
6/29/2024 9:00:00,0.12,64.256,97.68,0.12,0.04
6/29/2024 10:00:00,0.11,64.598,97.71,0.13,0.18
6/29/2024 11:00:00,1.67,65.228,97.72,0.16,0.38
6/29/2024 12:00:00,0.69,66.29,97.72,0.17,0.62
6/29/2024 13:00:00,0.57,66.794,97.71,0.21,0.8
6/29/2024 14:00:00,0.77,67.874,97.69,0.22,0.73
6/29/2024 15:00:00,1.07,69.152,97.67,0.21,1.22
6/29/2024 16:00:00,3.11,70.124,97.62,0.22,1.15
6/29/2024 17:00:00,12.53,71.312,97.58,0.21,0.66
6/29/2024 18:00:00,39.85,72.626,97.55,0.2,1.48
6/29/2024 19:00:00,66.89,73.85,97.54,0.19,1.27
6/29/2024 20:00:00,53.43,74.75,97.53,0.19,0.78
6/29/2024 21:00:00,25.91,75.398,97.54,0.17,0.49
6/29/2024 22:00:00,9.44,75.506,97.58,0.13,0.24
6/29/2024 23:00:00,3.06,75.29,97.61,0.09,0.04
6/30/2024 0:00:00,2.49,74.93,97.65,0.09,0
6/30/2024 1:00:00,2.69,74.588,97.69,0.09,0
6/30/2024 2:00:00,2.88,74.192,97.69,0.09,0
6/30/2024 3:00:00,2.95,73.832,97.67,0.09,0
6/30/2024 4:00:00,3.65,73.436,97.64,0.09,0
6/30/2024 5:00:00,2.61,73.148,97.61,0.09,0
6/30/2024 6:00:00,3.11,72.896,97.58,0.09,0
6/30/2024 7:00:00,4.39,72.77,97.58,0.09,0
6/30/2024 8:00:00,4.88,72.788,97.58,0.09,0
6/30/2024 9:00:00,5.77,73.004,97.57,0.09,0.09
6/30/2024 10:00:00,5.9,74.012,97.57,0.14,0.44
6/30/2024 11:00:00,4.28,75.164,97.58,0.16,0.86
6/30/2024 12:00:00,1.95,73.67,97.6,0.18,1.32
6/30/2024 13:00:00,1.06,70.538,97.62,0.21,2.09
6/30/2024 14:00:00,0.73,68.18,97.66,0.23,2.65
6/30/2024 15:00:00,0.64,65.858,97.68,0.24,2.84
6/30/2024 16:00:00,0.58,63.302,97.68,0.25,3.29
6/30/2024 17:00:00,0.17,60.674,97.69,0.25,3.2
6/30/2024 18:00:00,0.06,58.028,97.69,0.26,2.85
6/30/2024 19:00:00,0.02,55.526,97.74,0.27,2.29
6/30/2024 20:00:00,0.01,53.708,97.78,0.26,1.69
6/30/2024 21:00:00,0,52.7,97.84,0.25,1.07
6/30/2024 22:00:00,0,52.25,97.91,0.22,0.53
6/30/2024 23:00:00,0.01,52.268,97.97,0.18,0.05
7/1/2024 0:00:00,0.04,52.286,98.08,0.14,0
7/1/2024 1:00:00,0.07,52.268,98.22,0.11,0
7/1/2024 2:00:00,0.05,52.52,98.27,0.08,0
7/1/2024 3:00:00,0.03,52.772,98.26,0.07,0
7/1/2024 4:00:00,0.03,52.682,98.24,0.08,0
7/1/2024 5:00:00,0.03,52.502,98.22,0.08,0
7/1/2024 6:00:00,0.04,51.818,98.22,0.09,0
7/1/2024 7:00:00,0.05,50.81,98.25,0.1,0
7/1/2024 8:00:00,0.07,49.928,98.3,0.09,0
7/1/2024 9:00:00,0.07,49.532,98.37,0.1,0.18
7/1/2024 10:00:00,0.01,49.1,98.44,0.14,0.78
7/1/2024 11:00:00,0,48.38,98.48,0.19,1.45
7/1/2024 12:00:00,0,47.39,98.48,0.2,2.1
7/1/2024 13:00:00,0,46.364,98.45,0.19,2.75
7/1/2024 14:00:00,0,45.734,98.43,0.19,3.27
7/1/2024 15:00:00,0,45.752,98.39,0.18,3.56
7/1/2024 16:00:00,0,45.914,98.33,0.17,3.64
7/1/2024 17:00:00,0,46.4,98.27,0.17,3.52
7/1/2024 18:00:00,0,46.958,98.24,0.16,3.21
7/1/2024 19:00:00,0,47.462,98.23,0.14,2.71
7/1/2024 20:00:00,0,48.236,98.24,0.12,2.08
7/1/2024 21:00:00,0,49.442,98.28,0.12,1.37
7/1/2024 22:00:00,0,54.41,98.31,0.11,0.67
7/1/2024 23:00:00,0,55.04,98.33,0.11,0.11
7/2/2024 0:00:00,0,53.636,98.34,0.12,0
7/2/2024 1:00:00,0,53.312,98.32,0.11,0
7/2/2024 2:00:00,0,53.366,98.31,0.1,0
7/2/2024 3:00:00,0,53.42,98.32,0.09,0
7/2/2024 4:00:00,0,53.33,98.33,0.09,0
7/2/2024 5:00:00,0,53.186,98.34,0.09,0
7/2/2024 6:00:00,0,52.952,98.35,0.09,0
7/2/2024 7:00:00,0,52.718,98.38,0.09,0
7/2/2024 8:00:00,0,52.52,98.43,0.08,0
7/2/2024 9:00:00,0,52.358,98.48,0.09,0.17
7/2/2024 10:00:00,0,52.466,98.52,0.09,0.75
7/2/2024 11:00:00,0,51.818,98.5,0.13,1.42
7/2/2024 12:00:00,0,50.846,98.44,0.18,2.08
7/2/2024 13:00:00,0,51.188,98.38,0.17,2.6
7/2/2024 14:00:00,0,51.224,98.37,0.14,3.13
7/2/2024 15:00:00,0,51.188,98.34,0.14,3.48
7/2/2024 16:00:00,0,51.296,98.26,0.16,3.58
7/2/2024 17:00:00,0,51.404,98.17,0.18,3.46
7/2/2024 18:00:00,0,51.692,98.11,0.17,3.14
7/2/2024 19:00:00,0,51.926,98.09,0.17,2.56
7/2/2024 20:00:00,0,52.61,98.05,0.16,1.94
7/2/2024 21:00:00,0,54.914,98.03,0.16,1.25
7/2/2024 22:00:00,0,60.242,98.02,0.12,0.59
7/2/2024 23:00:00,0,58.568,98.01,0.11,0.09
7/3/2024 0:00:00,0,56.552,98.03,0.13,0
7/3/2024 1:00:00,0,56.21,98.04,0.12,0
7/3/2024 2:00:00,0,56.264,98.04,0.11,0
7/3/2024 3:00:00,0,55.94,98.03,0.11,0
7/3/2024 4:00:00,0,55.616,98.02,0.1,0
7/3/2024 5:00:00,0,55.346,97.99,0.1,0
7/3/2024 6:00:00,0,54.986,97.93,0.09,0
7/3/2024 7:00:00,0,54.824,97.91,0.09,0
7/3/2024 8:00:00,0,54.662,97.96,0.09,0
7/3/2024 9:00:00,0,54.626,97.99,0.11,0.13
7/3/2024 10:00:00,0,55.238,97.99,0.12,0.61
7/3/2024 11:00:00,0.02,57.254,97.96,0.15,1.18
7/3/2024 12:00:00,0.02,61.214,97.92,0.19,1.78
7/3/2024 13:00:00,0.02,64.238,97.87,0.21,2.47
7/3/2024 14:00:00,0.07,65.246,97.83,0.21,2.68
7/3/2024 15:00:00,0.1,65.588,97.79,0.2,2.97
7/3/2024 16:00:00,0.06,65.444,97.75,0.19,2.93
7/3/2024 17:00:00,0.05,65.228,97.7,0.17,2.62
7/3/2024 18:00:00,0.01,65.318,97.65,0.15,2.35
7/3/2024 19:00:00,0.02,66.236,97.59,0.13,1.94
7/3/2024 20:00:00,0.23,68.378,97.51,0.12,1.36
7/3/2024 21:00:00,1.86,70.448,97.46,0.12,0.83
7/3/2024 22:00:00,4.66,71.096,97.47,0.11,0.4
7/3/2024 23:00:00,5.76,70.862,97.49,0.12,0.05
7/4/2024 0:00:00,4.9,70.88,97.53,0.13,0
7/4/2024 1:00:00,3.06,71.33,97.57,0.13,0
7/4/2024 2:00:00,1.55,71.636,97.59,0.11,0
7/4/2024 3:00:00,1.06,71.798,97.58,0.09,0
7/4/2024 4:00:00,1.02,71.762,97.56,0.09,0
7/4/2024 5:00:00,0.68,71.618,97.55,0.07,0
7/4/2024 6:00:00,0.77,71.474,97.56,0.07,0
7/4/2024 7:00:00,1.05,71.492,97.58,0.08,0
7/4/2024 8:00:00,0.96,71.348,97.59,0.07,0
7/4/2024 9:00:00,0.71,71.492,97.61,0.08,0.04
7/4/2024 10:00:00,0.55,72.284,97.62,0.08,0.19
7/4/2024 11:00:00,6.49,73.148,97.62,0.06,0.42
7/4/2024 12:00:00,8.04,73.238,97.57,0.04,0.62
7/4/2024 13:00:00,3.01,71.258,97.49,0.01,0.89
7/4/2024 14:00:00,1.62,69.674,97.47,0.05,1.33
7/4/2024 15:00:00,0.97,69.242,97.48,0.11,1.82
7/4/2024 16:00:00,1.52,69.242,97.45,0.11,2.41
7/4/2024 17:00:00,2.66,68.882,97.39,0.12,2.33
7/4/2024 18:00:00,5.01,68.594,97.34,0.14,1.89
7/4/2024 19:00:00,6.41,68.54,97.29,0.13,0.89
7/4/2024 20:00:00,6.12,69.944,97.24,0.1,0.59
7/4/2024 21:00:00,6.05,70.862,97.21,0.09,0.43
7/4/2024 22:00:00,6.26,72.662,97.19,0.09,0.2
7/4/2024 23:00:00,7.44,73.166,97.2,0.13,0.04
7/5/2024 0:00:00,9.48,72.446,97.25,0.09,0
7/5/2024 1:00:00,13.46,72.878,97.27,0.09,0
7/5/2024 2:00:00,15.24,73.202,97.26,0.09,0
7/5/2024 3:00:00,11.97,73.31,97.2,0.08,0
7/5/2024 4:00:00,11.17,73.292,97.12,0.08,0
7/5/2024 5:00:00,7.76,73.4,97.04,0.11,0
7/5/2024 6:00:00,7.02,73.274,97.01,0.1,0
7/5/2024 7:00:00,7.05,73.076,97.02,0.09,0
7/5/2024 8:00:00,6.16,72.86,97.03,0.11,0
7/5/2024 9:00:00,7.49,72.68,97.03,0.13,0.08
7/5/2024 10:00:00,8.59,73.13,97.02,0.17,0.42
7/5/2024 11:00:00,2.68,73.598,97.05,0.17,0.98
7/5/2024 12:00:00,1.87,73.112,97.08,0.19,1.51
7/5/2024 13:00:00,0.95,72.068,97.1,0.19,1.17
7/5/2024 14:00:00,0.92,71.474,97.1,0.16,1.4
7/5/2024 15:00:00,0.98,71.024,97.08,0.13,2.23
7/5/2024 16:00:00,0.71,70.574,97.04,0.13,2.4
7/5/2024 17:00:00,0.46,70.088,97.01,0.14,2
7/5/2024 18:00:00,0.39,69.584,97.01,0.16,1.42
7/5/2024 19:00:00,0.65,69.476,97.03,0.16,1.03
7/5/2024 20:00:00,1.23,70.286,97.03,0.13,0.63
7/5/2024 21:00:00,1.7,71.744,97.03,0.11,0.43
7/5/2024 22:00:00,1.44,72.626,97.06,0.09,0.23
7/5/2024 23:00:00,1.37,71.924,97.09,0.09,0.03
7/6/2024 0:00:00,0.84,71.186,97.12,0.08,0
7/6/2024 1:00:00,0.55,70.646,97.15,0.08,0
7/6/2024 2:00:00,0.42,70.124,97.15,0.09,0
7/6/2024 3:00:00,0.36,69.764,97.15,0.09,0
7/6/2024 4:00:00,0.47,69.602,97.13,0.09,0
7/6/2024 5:00:00,0.72,69.584,97.1,0.08,0
7/6/2024 6:00:00,0.73,70.124,97.1,0.09,0
7/6/2024 7:00:00,0.83,70.916,97.13,0.1,0
7/6/2024 8:00:00,0.55,71.078,97.2,0.09,0
7/6/2024 9:00:00,0.3,70.43,97.27,0.1,0.11
7/6/2024 10:00:00,0.2,69.548,97.34,0.11,0.6
7/6/2024 11:00:00,0.01,66.686,97.37,0.12,1.26
7/6/2024 12:00:00,0.01,64.094,97.39,0.14,2
7/6/2024 13:00:00,0.01,62.762,97.37,0.16,2.47
7/6/2024 14:00:00,0.02,62.06,97.36,0.17,2.54
7/6/2024 15:00:00,0.02,61.664,97.36,0.19,2.9
7/6/2024 16:00:00,0.01,61.25,97.35,0.2,3.03
7/6/2024 17:00:00,0.01,60.854,97.34,0.21,2.68
7/6/2024 18:00:00,0.01,60.566,97.33,0.2,2.15
7/6/2024 19:00:00,0,60.296,97.35,0.18,2.25
7/6/2024 20:00:00,0,60.17,97.37,0.17,1.75
7/6/2024 21:00:00,0,60.692,97.4,0.16,1.15
7/6/2024 22:00:00,0.01,64.616,97.45,0.12,0.56
7/6/2024 23:00:00,0,65.318,97.51,0.08,0.09
7/7/2024 0:00:00,0,63.878,97.58,0.09,0
7/7/2024 1:00:00,0,63.536,97.65,0.09,0
7/7/2024 2:00:00,0,63.23,97.7,0.09,0
7/7/2024 3:00:00,0,63.014,97.73,0.09,0
7/7/2024 4:00:00,0,62.762,97.74,0.39,0
7/7/2024 5:00:00,0,62.312,97.74,0.57,0
7/7/2024 6:00:00,0,61.916,97.75,0.67,0
7/7/2024 7:00:00,0.01,61.664,97.75,0.67,0
7/7/2024 8:00:00,0,61.61,97.76,0.64,0
7/7/2024 9:00:00,0,62.708,97.8,0.28,0.13
7/7/2024 10:00:00,0,62.726,97.84,0.05,0.66
7/7/2024 11:00:00,0,61.412,97.87,0.02,1.26
7/7/2024 12:00:00,0,60.206,97.86,0.06,2
7/7/2024 13:00:00,0,59.558,97.83,0.06,2.56
7/7/2024 14:00:00,0,58.802,97.83,0.06,2.85
7/7/2024 15:00:00,0,58.37,97.83,0.06,2.98
7/7/2024 16:00:00,0,58.172,97.79,0.05,3.12
7/7/2024 17:00:00,0,57.92,97.74,0.04,2.84
7/7/2024 18:00:00,0,57.83,97.7,0.04,2.66
7/7/2024 19:00:00,0,57.56,97.68,0.04,2.28
7/7/2024 20:00:00,0,57.866,97.65,0.04,1.74
7/7/2024 21:00:00,0,59.684,97.65,0.08,1.11
7/7/2024 22:00:00,0,62.222,97.68,0.1,0.52
7/7/2024 23:00:00,0,62.978,97.74,0.46,0.08
7/8/2024 0:00:00,0,62.816,97.78,0.79,0
7/8/2024 1:00:00,0,62.978,97.81,0.41,0
