time_stamp,PRECTOTCORR (mm/hour),T2MDEW (F),PS (kPa),WS2M (m/s),ALLSKY_SFC_SW_DWN (MJ/hr)
3/7/2025 13:00:00,0,23.558,97.34,1.07,1.51
3/7/2025 14:00:00,0,24.098,97.29,1.16,2.12
3/7/2025 15:00:00,0,24.386,97.23,1.16,2.53
3/7/2025 16:00:00,0,24.818,97.14,1.09,2.3
3/7/2025 17:00:00,0.03,25.52,97.04,1.04,2.29
3/7/2025 18:00:00,0.21,26.834,96.98,0.97,1.34
3/7/2025 19:00:00,1.74,29.012,96.93,0.8,0.99
3/7/2025 20:00:00,3.67,32.18,96.93,0.45,0.65
3/7/2025 21:00:00,6.15,32.954,96.92,0.27,0.24
3/7/2025 22:00:00,6.5,31.118,96.93,0.28,0
3/7/2025 23:00:00,5.66,30.992,96.92,0.28,0
3/8/2025 0:00:00,4.09,30.506,96.91,0.27,0
3/8/2025 1:00:00,2.88,30.092,96.85,0.24,0
3/8/2025 2:00:00,1.68,29.642,96.79,0.22,0
3/8/2025 3:00:00,0.84,29.606,96.73,0.21,0
3/8/2025 4:00:00,0.63,29.678,96.7,0.23,0
3/8/2025 5:00:00,0.77,29.48,96.7,0.28,0
3/8/2025 6:00:00,0.48,29.282,96.71,0.41,0
3/8/2025 7:00:00,0.36,28.994,96.75,0.47,0
3/8/2025 8:00:00,0.45,28.58,96.79,0.48,0
3/8/2025 9:00:00,0.64,28.202,96.87,0.6,0
3/8/2025 10:00:00,0.57,27.68,96.94,0.65,0
3/8/2025 11:00:00,0.05,27.176,97.04,0.76,0.13
3/8/2025 12:00:00,0.02,25.826,97.14,0.94,0.38
3/8/2025 13:00:00,0.02,23.252,97.21,1.14,0.7
3/8/2025 14:00:00,0.03,21.056,97.27,1.21,1.05
3/8/2025 15:00:00,0.01,19.508,97.32,1.2,1.55
3/8/2025 16:00:00,0.01,18.356,97.33,1.18,1.94
3/8/2025 17:00:00,0.01,17.834,97.33,1.16,2.11
3/8/2025 18:00:00,0,17.744,97.35,1.15,2
3/8/2025 19:00:00,0,17.78,97.4,1.11,1.59
3/8/2025 20:00:00,0,18.104,97.48,1,1.06
3/8/2025 21:00:00,0,19.274,97.58,0.7,0.46
3/8/2025 22:00:00,0,20.21,97.68,0.45,0
3/8/2025 23:00:00,0,19.976,97.73,0.41,0
3/9/2025 0:00:00,0,19.67,97.72,0.34,0
3/9/2025 1:00:00,0,19.13,97.68,0.57,0
3/9/2025 2:00:00,0,18.986,97.67,0.64,0
3/9/2025 3:00:00,0,19.436,97.64,0.43,0
3/9/2025 4:00:00,0,19.85,97.6,0.34,0
3/9/2025 5:00:00,0,20.102,97.57,0.4,0
3/9/2025 6:00:00,0,20.48,97.52,0.45,0
3/9/2025 7:00:00,0,20.84,97.5,0.52,0
3/9/2025 8:00:00,0,21.488,97.49,0.55,0
3/9/2025 9:00:00,0,22.064,97.5,0.57,0
3/9/2025 10:00:00,0,22.478,97.53,0.61,0
3/9/2025 11:00:00,0,23.756,97.59,0.71,0.36
3/9/2025 12:00:00,0,26.114,97.63,0.85,1.04
3/9/2025 13:00:00,0,28.976,97.65,0.98,1.71
3/9/2025 14:00:00,0,30.668,97.64,0.97,2.25
3/9/2025 15:00:00,0,31.514,97.64,1,2.61
3/9/2025 16:00:00,0,31.874,97.58,0.99,2.75
3/9/2025 17:00:00,0,32,97.47,0.95,2.63
3/9/2025 18:00:00,0,32.396,97.41,0.9,2.3
3/9/2025 19:00:00,0,33.224,97.37,0.83,1.8
3/9/2025 20:00:00,0,34.736,97.33,0.62,1.15
3/9/2025 21:00:00,0,35.384,97.35,0.41,0.47
3/9/2025 22:00:00,0,32.18,97.36,0.5,0
3/9/2025 23:00:00,0,32.198,97.38,0.64,0
3/10/2025 0:00:00,0,32,97.4,0.68,0
3/10/2025 1:00:00,0,31.856,97.39,0.65,0
3/10/2025 2:00:00,0,31.784,97.39,0.66,0
3/10/2025 3:00:00,0,31.658,97.38,0.68,0
3/10/2025 4:00:00,0,31.424,97.38,0.58,0
3/10/2025 5:00:00,0,31.064,97.39,0.45,0
3/10/2025 6:00:00,0,30.758,97.33,0.43,0
3/10/2025 7:00:00,0,30.542,97.31,0.43,0
3/10/2025 8:00:00,0,30.524,97.31,0.45,0
3/10/2025 9:00:00,0,30.47,97.35,0.47,0
3/10/2025 10:00:00,0.01,30.596,97.43,0.5,0
3/10/2025 11:00:00,0.54,31.316,97.45,0.59,0.37
3/10/2025 12:00:00,0,33.17,97.42,0.42,1.04
3/10/2025 13:00:00,0,35.294,97.38,0.37,1.71
3/10/2025 14:00:00,0,35.762,97.36,0.47,2.24
3/10/2025 15:00:00,0,36.806,97.32,0.57,2.58
3/10/2025 16:00:00,0,37.382,97.24,0.6,2.77
3/10/2025 17:00:00,0,37.688,97.1,0.53,2.66
3/10/2025 18:00:00,0,36.914,97.04,0.48,2.34
3/10/2025 19:00:00,0,37.058,97.03,0.44,1.82
3/10/2025 20:00:00,0,40.946,97.02,0.34,1.15
3/10/2025 21:00:00,0,43.268,97.03,0.75,0.43
3/10/2025 22:00:00,0,35.96,97.04,1.23,0.01
3/10/2025 23:00:00,0,35.096,97.05,1.19,0
3/11/2025 0:00:00,0,34.61,97.04,0.97,0
3/11/2025 1:00:00,0,34.268,97,0.7,0
3/11/2025 2:00:00,0,33.656,96.95,0.68,0
3/11/2025 3:00:00,0,33.008,96.91,0.63,0
3/11/2025 4:00:00,0,32.504,96.92,0.49,0
3/11/2025 5:00:00,0,32,96.93,0.39,0
3/11/2025 6:00:00,0,31.676,96.9,0.42,0
3/11/2025 7:00:00,0,31.55,96.87,0.45,0
3/11/2025 8:00:00,0,31.694,96.86,0.48,0
3/11/2025 9:00:00,0,32.144,96.86,0.56,0
3/11/2025 10:00:00,0,32.684,96.83,0.65,0
3/11/2025 11:00:00,0,34.16,96.81,0.74,0.39
3/11/2025 12:00:00,0,36.734,96.8,0.74,1.06
3/11/2025 13:00:00,0,40.28,96.77,0.79,1.73
3/11/2025 14:00:00,0,41.018,96.74,1.08,2.25
3/11/2025 15:00:00,0,42.368,96.7,1.08,2.57
3/11/2025 16:00:00,0,43.88,96.65,1.08,2.7
3/11/2025 17:00:00,0,45.5,96.63,1.03,2.59
3/11/2025 18:00:00,0,47.138,96.65,0.96,2.24
3/11/2025 19:00:00,0,48.848,96.67,0.82,1.75
3/11/2025 20:00:00,0,51.872,96.71,0.55,1.09
3/11/2025 21:00:00,0,51.206,96.81,0.65,0.4
3/11/2025 22:00:00,0,47.084,96.99,1.01,0.02
3/11/2025 23:00:00,0,40.55,97.16,0.96,0
3/12/2025 0:00:00,0,34.628,97.26,0.71,0
3/12/2025 1:00:00,0,31.64,97.33,0.69,0
3/12/2025 2:00:00,0,29.876,97.37,0.73,0
3/12/2025 3:00:00,0,29.57,97.38,0.68,0
3/12/2025 4:00:00,0,29.624,97.42,0.65,0
3/12/2025 5:00:00,0,29.66,97.46,0.61,0
3/12/2025 6:00:00,0,29.606,97.47,0.55,0
3/12/2025 7:00:00,0,29.498,97.46,0.52,0
3/12/2025 8:00:00,0,29.408,97.47,0.52,0
3/12/2025 9:00:00,0,29.3,97.47,0.51,0
3/12/2025 10:00:00,0,29.12,97.46,0.53,0
3/12/2025 11:00:00,0,29.588,97.46,0.63,0.37
3/12/2025 12:00:00,0,29.318,97.43,0.58,0.96
3/12/2025 13:00:00,0,29.066,97.38,0.6,1.55
3/12/2025 14:00:00,0,30.344,97.27,0.57,2.04
3/12/2025 15:00:00,0,33.656,97.16,0.48,2.39
3/12/2025 16:00:00,0,37.346,97.03,0.29,2.59
3/12/2025 17:00:00,0,41.036,96.92,0.22,2.58
3/12/2025 18:00:00,0,44.24,96.86,0.43,2.27
3/12/2025 19:00:00,0,46.886,96.83,0.52,1.74
3/12/2025 20:00:00,0,52.304,96.84,0.31,1.08
3/12/2025 21:00:00,0,51.35,96.88,0.28,0.39
3/12/2025 22:00:00,0,44.744,96.92,0.64,0.02
3/12/2025 23:00:00,0,42.206,96.96,0.57,0
3/13/2025 0:00:00,0,39.308,97,0.85,0
3/13/2025 1:00:00,0,36.788,97.01,1.03,0
3/13/2025 2:00:00,0,34.718,97.01,1.14,0
3/13/2025 3:00:00,0,33.548,97.03,1.11,0
3/13/2025 4:00:00,0,32.864,97.06,1.06,0
3/13/2025 5:00:00,0,32.216,97.1,1.04,0
3/13/2025 6:00:00,0,31.676,97.13,1.03,0
3/13/2025 7:00:00,0,31.334,97.16,1.02,0
3/13/2025 8:00:00,0,31.28,97.19,0.95,0
3/13/2025 9:00:00,0,32.198,97.24,0.79,0
3/13/2025 10:00:00,0,34.106,97.28,0.82,0.01
3/13/2025 11:00:00,0,38.498,97.31,0.51,0.34
3/13/2025 12:00:00,0,40.748,97.34,0.3,0.98
3/13/2025 13:00:00,0,42.35,97.38,0.16,1.67
3/13/2025 14:00:00,0,40.514,97.38,0.11,2.2
3/13/2025 15:00:00,0,38.66,97.37,0.06,2.55
3/13/2025 16:00:00,0,38.318,97.33,0.14,2.81
3/13/2025 17:00:00,0,38.93,97.3,0.22,2.69
3/13/2025 18:00:00,0,40.136,97.28,0.28,2.36
3/13/2025 19:00:00,0,40.658,97.28,0.33,1.84
3/13/2025 20:00:00,0,44.438,97.31,0.34,1.18
3/13/2025 21:00:00,0,49.856,97.34,0.36,0.46
3/13/2025 22:00:00,0,43.988,97.39,0.43,0.02
3/13/2025 23:00:00,0,42.926,97.43,0.4,0
3/14/2025 0:00:00,0,42.584,97.48,0.39,0
3/14/2025 1:00:00,0,42.26,97.51,0.39,0
3/14/2025 2:00:00,0,42.242,97.52,0.38,0
3/14/2025 3:00:00,0,42.458,97.5,0.41,0
3/14/2025 4:00:00,0,42.242,97.51,0.45,0
3/14/2025 5:00:00,0,41.99,97.53,0.44,0
3/14/2025 6:00:00,0,41.756,97.54,0.4,0
3/14/2025 7:00:00,0,41.162,97.55,0.43,0
3/14/2025 8:00:00,0,40.064,97.58,0.48,0
3/14/2025 9:00:00,0,39.668,97.61,0.46,0
3/14/2025 10:00:00,0,39.884,97.64,0.44,0.02
3/14/2025 11:00:00,0,41.072,97.68,0.51,0.41
3/14/2025 12:00:00,0,43.034,97.71,0.53,1.07
3/14/2025 13:00:00,0,45.482,97.7,0.51,1.75
3/14/2025 14:00:00,0,47.588,97.62,0.55,2.29
3/14/2025 15:00:00,0,49.352,97.53,0.6,2.61
3/14/2025 16:00:00,0,49.01,97.44,0.64,2.73
3/14/2025 17:00:00,0,47.858,97.33,0.68,2.6
3/14/2025 18:00:00,0,48.344,97.22,0.72,2.28
3/14/2025 19:00:00,0,51.134,97.15,0.62,1.64
3/14/2025 20:00:00,0,56.21,97.15,0.49,1
3/14/2025 21:00:00,0,54.464,97.16,0.64,0.38
3/14/2025 22:00:00,0,52.754,97.16,0.86,0.02
3/14/2025 23:00:00,0,52.178,97.17,0.83,0
3/15/2025 0:00:00,0,51.242,97.18,0.75,0
3/15/2025 1:00:00,0,50.036,97.17,0.7,0
3/15/2025 2:00:00,0,49.19,97.15,0.63,0
3/15/2025 3:00:00,0,48.74,97.13,0.59,0
3/15/2025 4:00:00,0,48.254,97.11,0.56,0
3/15/2025 5:00:00,0,47.552,97.1,0.55,0
3/15/2025 6:00:00,0,46.922,97.07,0.59,0
3/15/2025 7:00:00,0,46.436,97.04,0.63,0
3/15/2025 8:00:00,0,46.166,97.03,0.61,0
3/15/2025 9:00:00,0,46.022,97.06,0.62,0
3/15/2025 10:00:00,0,45.968,97.07,0.66,0.01
3/15/2025 11:00:00,0.03,46.58,97.07,0.75,0.06
3/15/2025 12:00:00,0.03,48.218,97.06,0.82,0.11
3/15/2025 13:00:00,0.15,50.396,97.06,1,0.16
3/15/2025 14:00:00,9.3,52.862,97.07,0.98,0.37
3/15/2025 15:00:00,34.55,54.554,97.07,0.96,1.25
3/15/2025 16:00:00,7.76,55.76,96.95,0.85,1.17
3/15/2025 17:00:00,0.13,56.516,96.75,0.87,1.26
3/15/2025 18:00:00,1.36,57.146,96.67,0.93,0.99
3/15/2025 19:00:00,0.8,57.272,96.66,0.84,0.85
3/15/2025 20:00:00,0.05,57.02,96.61,0.87,0.52
3/15/2025 21:00:00,0.06,55.922,96.59,0.97,0.21
3/15/2025 22:00:00,3.75,54.482,96.62,0.98,0.01
3/15/2025 23:00:00,1.23,53.348,96.67,0.99,0
3/16/2025 0:00:00,0,52.664,96.65,1.16,0
3/16/2025 1:00:00,0.01,52.394,96.57,1.18,0
3/16/2025 2:00:00,0.02,52.448,96.53,1.18,0
3/16/2025 3:00:00,0.01,52.7,96.45,1.23,0
3/16/2025 4:00:00,0.01,53.024,96.39,1.14,0
3/16/2025 5:00:00,0,53.15,96.38,1.11,0
3/16/2025 6:00:00,0,53.114,96.35,1.08,0
3/16/2025 7:00:00,0,52.682,96.24,1.17,0
3/16/2025 8:00:00,0,52.286,96.18,1.08,0
3/16/2025 9:00:00,0.45,52.376,96.23,1.03,0
3/16/2025 10:00:00,1.38,53.258,96.19,1.02,0.01
3/16/2025 11:00:00,17.62,55.166,96.24,1.28,0.34
3/16/2025 12:00:00,12.95,56.678,96.21,1.25,0.79
3/16/2025 13:00:00,23.01,57.596,96.15,1.31,1.38
3/16/2025 14:00:00,8.52,58.928,96.07,1.26,1.14
3/16/2025 15:00:00,7.46,59.594,96.07,1.3,0.77
3/16/2025 16:00:00,12.06,58.1,96.08,1.27,0.91
3/16/2025 17:00:00,9.8,54.626,96.12,1.34,2.14
3/16/2025 18:00:00,3.13,50.09,96.21,1.36,1.92
3/16/2025 19:00:00,4.22,48.2,96.3,1.28,1.41
3/16/2025 20:00:00,5.74,49.442,96.43,1.1,0.82
3/16/2025 21:00:00,5.37,50.918,96.58,0.84,0.32
3/16/2025 22:00:00,6.35,51.188,96.76,0.67,0.01
3/16/2025 23:00:00,6.22,50.27,96.92,0.66,0
3/17/2025 0:00:00,3.79,47.876,97.03,0.77,0
3/17/2025 1:00:00,3.75,44.888,97.13,0.79,0
3/17/2025 2:00:00,2.15,42.404,97.22,0.76,0
3/17/2025 3:00:00,1,39.83,97.29,0.72,0
3/17/2025 4:00:00,1.08,37.526,97.4,0.59,0
3/17/2025 5:00:00,0.6,36.086,97.45,0.53,0
3/17/2025 6:00:00,0.59,34.916,97.43,0.58,0
3/17/2025 7:00:00,0.52,34.106,97.45,0.59,0
3/17/2025 8:00:00,0.97,32.918,97.55,0.61,0
3/17/2025 9:00:00,1.05,31.154,97.64,0.71,0
3/17/2025 10:00:00,0.37,28.76,97.72,0.76,0.01
3/17/2025 11:00:00,0.1,26.438,97.82,0.84,0.2
3/17/2025 12:00:00,0.07,23.936,97.88,0.88,0.46
3/17/2025 13:00:00,0.05,22.46,97.91,0.88,0.45
3/17/2025 14:00:00,0.02,21.632,97.93,0.86,0.75
3/17/2025 15:00:00,0.01,21.452,97.95,0.86,1.04
3/17/2025 16:00:00,0,21.992,97.96,0.88,1.53
3/17/2025 17:00:00,0,22.694,97.97,0.87,1.92
3/17/2025 18:00:00,0,23.18,97.96,0.83,2.5
3/17/2025 19:00:00,0,23.504,97.96,0.83,1.95
3/17/2025 20:00:00,0,24.134,97.95,0.79,1.28
3/17/2025 21:00:00,0,26.204,97.95,0.53,0.55
3/17/2025 22:00:00,0,28.436,98.02,0.34,0.04
3/17/2025 23:00:00,0,27.302,98.1,0.31,0
3/18/2025 0:00:00,0,25.862,98.14,0.37,0
3/18/2025 1:00:00,0,23.99,98.16,0.69,0
3/18/2025 2:00:00,0,22.712,98.16,0.79,0
3/18/2025 3:00:00,0,22.154,98.18,0.63,0
3/18/2025 4:00:00,0,22.118,98.2,0.49,0
3/18/2025 5:00:00,0,22.496,98.22,0.72,0
3/18/2025 6:00:00,0,23.108,98.22,0.81,0
3/18/2025 7:00:00,0,23.81,98.18,0.56,0
3/18/2025 8:00:00,0,24.458,98.15,0.33,0
3/18/2025 9:00:00,0,25.052,98.11,0.36,0
3/18/2025 10:00:00,0,25.88,98.07,0.49,0.03
3/18/2025 11:00:00,0,27.248,98.05,0.55,0.56
3/18/2025 12:00:00,0,29.138,98.05,0.54,1.3
3/18/2025 13:00:00,0,29.768,98.03,0.74,1.97
3/18/2025 14:00:00,0,30.452,97.99,0.7,2.49
3/18/2025 15:00:00,0,32,97.91,0.72,2.81
3/18/2025 16:00:00,0,34.376,97.81,0.73,2.92
3/18/2025 17:00:00,0,35.78,97.72,0.76,2.77
3/18/2025 18:00:00,0,36.878,97.63,0.75,2.41
3/18/2025 19:00:00,0,38.336,97.55,0.7,1.93
3/18/2025 20:00:00,0,42.674,97.51,0.48,1.24
3/18/2025 21:00:00,0,48.29,97.5,0.29,0.52
3/18/2025 22:00:00,0,43.07,97.5,0.37,0.03
3/18/2025 23:00:00,0,41.54,97.52,0.43,0
3/19/2025 0:00:00,0,40.586,97.54,0.47,0
3/19/2025 1:00:00,0,39.74,97.54,0.53,0
3/19/2025 2:00:00,0,39.038,97.53,0.52,0
3/19/2025 3:00:00,0,38.75,97.52,0.51,0
3/19/2025 4:00:00,0,38.516,97.51,0.5,0
3/19/2025 5:00:00,0,38.282,97.49,0.48,0
3/19/2025 6:00:00,0,37.976,97.49,0.45,0
3/19/2025 7:00:00,0,37.652,97.47,0.47,0
3/19/2025 8:00:00,0,37.418,97.42,0.48,0
3/19/2025 9:00:00,0,37.418,97.4,0.5,0
3/19/2025 10:00:00,0,37.544,97.38,0.51,0.03
3/19/2025 11:00:00,0,38.786,97.38,0.6,0.43
3/19/2025 12:00:00,0,41.486,97.37,0.58,1.03
3/19/2025 13:00:00,0,45.356,97.34,0.56,1.58
3/19/2025 14:00:00,0,46.364,97.27,0.76,1.91
3/19/2025 15:00:00,0,46.076,97.18,0.86,2.15
3/19/2025 16:00:00,0,44.474,97.08,0.93,2.4
3/19/2025 17:00:00,0,42.8,96.95,0.99,2.02
3/19/2025 18:00:00,0,43.988,96.83,0.89,1.85
3/19/2025 19:00:00,0,46.814,96.74,0.82,1.31
3/19/2025 20:00:00,0,48.452,96.68,0.77,0.89
3/19/2025 21:00:00,0,48.668,96.63,0.68,0.41
3/19/2025 22:00:00,0,48.236,96.59,0.68,0.03
3/19/2025 23:00:00,0,48.668,96.58,0.64,0
3/20/2025 0:00:00,0,49.046,96.59,0.53,0
3/20/2025 1:00:00,0,48.956,96.57,0.54,0
3/20/2025 2:00:00,0,48.848,96.53,0.59,0
3/20/2025 3:00:00,0,48.848,96.49,0.6,0
3/20/2025 4:00:00,0,47.912,96.41,0.82,0
3/20/2025 5:00:00,0,46.94,96.32,0.9,0
3/20/2025 6:00:00,0,46.04,96.22,0.88,0
3/20/2025 7:00:00,0,45.482,96.14,0.8,0
3/20/2025 8:00:00,0.04,45.572,96.13,0.62,0
3/20/2025 9:00:00,0.06,46.4,96.23,0.68,0
3/20/2025 10:00:00,0.07,48.074,96.27,0.42,0.01
3/20/2025 11:00:00,9.83,49.46,96.27,0.36,0.15
3/20/2025 12:00:00,9.53,49.028,96.27,0.5,0.43
3/20/2025 13:00:00,8.45,47.102,96.28,0.73,0.76
3/20/2025 14:00:00,6.59,44.708,96.28,0.84,0.57
3/20/2025 15:00:00,4.06,43.124,96.25,0.96,1.1
3/20/2025 16:00:00,1.7,42.098,96.22,1.16,1.38
3/20/2025 17:00:00,2.01,40.622,96.22,1.31,0.76
3/20/2025 18:00:00,1.51,38.498,96.26,1.31,0.88
3/20/2025 19:00:00,1.39,37.256,96.36,1.26,0.23
3/20/2025 20:00:00,1.67,37.004,96.49,1.18,0.17
3/20/2025 21:00:00,1.8,36.554,96.62,1.04,0.08
3/20/2025 22:00:00,1.18,34.79,96.74,0.95,0.01
3/20/2025 23:00:00,0.48,32.72,96.84,0.93,0
3/21/2025 0:00:00,0.23,31.622,96.91,0.9,0
3/21/2025 1:00:00,0.15,30.596,97,0.86,0
3/21/2025 2:00:00,0.19,29.354,97.1,0.81,0
3/21/2025 3:00:00,0.36,28.184,97.19,0.74,0
3/21/2025 4:00:00,0.37,27.41,97.28,0.62,0
3/21/2025 5:00:00,0.11,26.762,97.34,0.54,0
3/21/2025 6:00:00,0.06,26.06,97.39,0.47,0
3/21/2025 7:00:00,0.02,25.466,97.44,0.4,0
3/21/2025 8:00:00,0,24.98,97.51,0.36,0
3/21/2025 9:00:00,0,24.728,97.54,0.3,0
3/21/2025 10:00:00,0.01,24.854,97.58,0.3,0.05
3/21/2025 11:00:00,0,24.71,97.61,0.49,0.58
3/21/2025 12:00:00,0,21.992,97.62,0.58,1.34
3/21/2025 13:00:00,0,19.796,97.61,0.61,2.04
3/21/2025 14:00:00,0,19.004,97.57,0.67,2.56
3/21/2025 15:00:00,0,19.382,97.52,0.73,2.89
3/21/2025 16:00:00,0,20.156,97.46,0.78,2.95
3/21/2025 17:00:00,0,21.254,97.4,0.81,2.79
3/21/2025 18:00:00,0,22.604,97.35,0.78,2.19
3/21/2025 19:00:00,0,24.224,97.31,0.72,1.95
3/21/2025 20:00:00,0,26.042,97.3,0.67,1.2
3/21/2025 21:00:00,0,29.912,97.31,0.43,0.49
3/21/2025 22:00:00,0,31.82,97.3,0.39,0.03
3/21/2025 23:00:00,0,30.812,97.28,0.47,0
3/22/2025 0:00:00,0,31.514,97.24,0.43,0
3/22/2025 1:00:00,0,31.802,97.19,0.47,0
3/22/2025 2:00:00,0,32.216,97.15,0.48,0
3/22/2025 3:00:00,0,32.576,97.08,0.5,0
3/22/2025 4:00:00,0,32.828,97.02,0.49,0
3/22/2025 5:00:00,0,33.026,96.95,0.5,0
3/22/2025 6:00:00,0,33.206,96.85,0.52,0
3/22/2025 7:00:00,0,33.494,96.75,0.51,0
3/22/2025 8:00:00,0,33.89,96.68,0.51,0
3/22/2025 9:00:00,0,34.43,96.64,0.52,0
3/22/2025 10:00:00,0,35.33,96.61,0.54,0.01
3/22/2025 11:00:00,4.27,36.986,96.63,0.71,0.16
3/22/2025 12:00:00,4.62,38.966,96.67,0.85,0.49
3/22/2025 13:00:00,1.83,41.198,96.7,0.89,0.75
3/22/2025 14:00:00,2.18,41.756,96.7,1.05,0.57
3/22/2025 15:00:00,5.34,41.18,96.74,1.16,0.58
3/22/2025 16:00:00,7.52,40.946,96.87,1.23,0.86
3/22/2025 17:00:00,4.62,37.598,97.08,1.26,1.19
3/22/2025 18:00:00,0.94,32.324,97.26,1.15,1.22
3/22/2025 19:00:00,0.29,29.966,97.37,1.05,1.05
3/22/2025 20:00:00,0.2,28.652,97.46,0.94,0.71
3/22/2025 21:00:00,0.03,27.554,97.55,0.75,0.35
3/22/2025 22:00:00,0,27.068,97.63,0.5,0.04
3/22/2025 23:00:00,0,26.186,97.71,0.47,0
3/23/2025 0:00:00,0,25.448,97.77,0.4,0
3/23/2025 1:00:00,0,24.926,97.8,0.28,0
3/23/2025 2:00:00,0,23.972,97.83,0.25,0
3/23/2025 3:00:00,0,23.036,97.89,0.21,0
3/23/2025 4:00:00,0,22.28,97.96,0.2,0
3/23/2025 5:00:00,0,21.596,98.04,0.2,0
3/23/2025 6:00:00,0,21.02,98.11,0.2,0
3/23/2025 7:00:00,0,20.48,98.15,0.2,0
3/23/2025 8:00:00,0,20.12,98.18,0.2,0
3/23/2025 9:00:00,0,20.228,98.17,0.23,0
3/23/2025 10:00:00,0,20.408,98.1,0.33,0.06
3/23/2025 11:00:00,0,19.886,98.07,0.37,0.5
3/23/2025 12:00:00,0,19.418,98.19,0.16,1.02
3/23/2025 13:00:00,0,19.598,98.1,0.28,1.5
3/23/2025 14:00:00,0,19.832,98.08,0.22,1.72
3/23/2025 15:00:00,0,19.778,98.05,0.23,1.81
3/23/2025 16:00:00,0,20.498,97.97,0.31,1.66
3/23/2025 17:00:00,0,21.848,97.88,0.33,1.06
3/23/2025 18:00:00,0,23.468,97.76,0.38,1
3/23/2025 19:00:00,0.09,26.474,97.65,0.34,0.41
3/23/2025 20:00:00,3.33,33.944,97.54,0.26,0.31
3/23/2025 21:00:00,22.39,33.26,97.45,0.32,0.17
3/23/2025 22:00:00,12.97,34.538,97.51,0.35,0.02
3/23/2025 23:00:00,14.12,35.69,97.35,0.64,0
3/24/2025 0:00:00,25.2,38.102,97.18,0.76,0
3/24/2025 1:00:00,54.16,40.64,97,0.87,0
3/24/2025 2:00:00,41.62,42.908,96.83,1.06,0
3/24/2025 3:00:00,37.84,43.934,96.69,1.05,0
3/24/2025 4:00:00,19.64,44.618,96.58,0.87,0
3/24/2025 5:00:00,1.22,45.734,96.61,0.59,0
3/24/2025 6:00:00,0.28,46.616,96.66,0.51,0
3/24/2025 7:00:00,0.29,45.374,96.75,0.56,0
3/24/2025 8:00:00,0.21,42.17,96.85,0.61,0
3/24/2025 9:00:00,0.05,40.028,96.92,0.67,0
3/24/2025 10:00:00,0.02,38.534,96.92,0.7,0.06
3/24/2025 11:00:00,0.01,36.95,96.9,0.77,0.59
3/24/2025 12:00:00,0,35.258,96.91,0.87,1.29
3/24/2025 13:00:00,0,34.016,96.88,0.93,1.94
3/24/2025 14:00:00,0,32.684,96.82,1,2.58
3/24/2025 15:00:00,0.01,31.748,96.76,1.11,2.78
3/24/2025 16:00:00,0.03,31.658,96.71,1.2,2.76
3/24/2025 17:00:00,0.15,31.838,96.66,1.24,1.88
3/24/2025 18:00:00,0.27,31.73,96.64,1.27,1.43
3/24/2025 19:00:00,0.26,31.28,96.68,1.23,1.24
3/24/2025 20:00:00,0.24,30.956,96.78,1.18,0.78
3/24/2025 21:00:00,0.17,31.568,96.92,1.04,0.39
3/24/2025 22:00:00,0.07,32.342,97.05,0.78,0.04
3/24/2025 23:00:00,0.01,32.612,97.14,0.68,0
3/25/2025 0:00:00,0,32.378,97.19,0.62,0
3/25/2025 1:00:00,0,32,97.21,0.59,0
3/25/2025 2:00:00,0,31.568,97.21,0.57,0
3/25/2025 3:00:00,0,31.082,97.22,0.51,0
3/25/2025 4:00:00,0,30.794,97.26,0.36,0
3/25/2025 5:00:00,0,30.29,97.3,0.31,0
3/25/2025 6:00:00,0,30.02,97.31,0.23,0
3/25/2025 7:00:00,0.02,29.84,97.33,0.21,0
3/25/2025 8:00:00,0.02,29.822,97.35,0.22,0
3/25/2025 9:00:00,0.01,29.822,97.39,0.24,0
3/25/2025 10:00:00,0.01,29.66,97.44,0.33,0.08
3/25/2025 11:00:00,0,29.318,97.49,0.39,0.66
3/25/2025 12:00:00,0,28.022,97.52,0.56,1.4
3/25/2025 13:00:00,0,26.6,97.53,0.71,2.08
3/25/2025 14:00:00,0,25.394,97.5,0.78,2.5
3/25/2025 15:00:00,0,24.944,97.46,0.82,2.94
3/25/2025 16:00:00,0,24.854,97.41,0.85,2.8
3/25/2025 17:00:00,0,24.926,97.38,0.86,2.52
3/25/2025 18:00:00,0,25.178,97.36,0.85,2.21
3/25/2025 19:00:00,0,25.79,97.38,0.81,1.71
3/25/2025 20:00:00,0,26.996,97.43,0.71,1.1
3/25/2025 21:00:00,0,29.174,97.51,0.5,0.48
3/25/2025 22:00:00,0.03,32.288,97.58,0.31,0.04
3/25/2025 23:00:00,0.18,32.504,97.66,0.3,0
3/26/2025 0:00:00,0.62,32.738,97.71,0.27,0
3/26/2025 1:00:00,0.99,33.062,97.72,0.23,0
3/26/2025 2:00:00,0.85,33.044,97.75,0.2,0
3/26/2025 3:00:00,0.51,32.324,97.77,0.2,0
3/26/2025 4:00:00,0.23,30.74,97.78,0.25,0
3/26/2025 5:00:00,0.12,29.894,97.79,0.32,0
3/26/2025 6:00:00,0.04,29.426,97.82,0.36,0
3/26/2025 7:00:00,0.04,28.724,97.86,0.43,0
3/26/2025 8:00:00,0.06,28.004,97.92,0.41,0
3/26/2025 9:00:00,0.09,27.392,97.97,0.31,0
3/26/2025 10:00:00,0.09,27.158,98.02,0.37,0.07
